Name,About,Portfolio,Founders,Past Investors,Employees,Advisors,Profile Claimed,Portfolio Links,Founder Links,Investor Links,Employee Links,Advisor Links
"Rough Draft Ventures","Rough Draft Ventures is a partnership investing in student entrepreneurs at the earliest stage.

RDV provides financial investments for student teams to help them build their products, but also supports their portfolio through their mentors, advisor network, and initiatives to help early-stage startups succeed in launching their ventures.","Watchsend,Mark43,FindIt,Technical Machine,Fitzroy Toys,RequestNow,Valet.io,Fluently","Nitesh Banta,Peter Boyce,Bilal Zuberi","","Nitesh Banta,John Brennan,Ryan Dawidjan,Zachary Hamed","Nitesh Banta,Peter Boyce,Bilal Zuberi",Yes,"https://angel.co/watchsend,https://angel.co/mark43,https://angel.co/findit,https://angel.co/technical-machine,https://angel.co/fitzroy-toys,https://angel.co/requestnow,https://angel.co/valet-io,https://angel.co/fluently","https://angel.co/nbanta,https://angel.co/boyce,https://angel.co/bzuberi","","https://angel.co/nbanta,https://angel.co/brennanjp,https://angel.co/ryandawidjan,https://angel.co/zmh","https://angel.co/nbanta,https://angel.co/boyce,https://angel.co/bzuberi"
"RRE Ventures","","Xobni,Yipit,ADstruc,LearnBoost,Yieldbot,Venmo,SocialFlow,Betaworks,Hot Potato,Makerbot,Bitly,Standard Treasury,Piictu,Skyhook,Fluidinfo,Pontiflex,Kohort,Quirky,Bloglovin&#x27;,Techstars,StellaService,Amicus,HyperPublic,Sailthru,HowAboutWe,","James D Robinson,Stuart Ellman","","Eric Wiesen,Adam Ludwin,William Peng,James D Robinson,Stuart Ellman,Thomas Loverro,Adam Kalamchi,Eugenia Koo,Kane,porteous","James D Robinson,Stuart Ellman",Yes,"https://angel.co/xobni,https://angel.co/yipit,https://angel.co/adstruc,https://angel.co/learnboost,https://angel.co/yieldbot,https://angel.co/venmo,https://angel.co/socialflow,https://angel.co/betaworks,https://angel.co/hot-potato,https://angel.co/makerbot,https://angel.co/bitly,https://angel.co/standard-treasury,https://angel.co/piictu-2,https://angel.co/skyhook,https://angel.co/fluidinfo,https://angel.co/pontiflex,https://angel.co/kohort,https://angel.co/quirky,https://angel.co/bloglovin,https://angel.co/techstars,https://angel.co/stellaservice,https://angel.co/amicus,https://angel.co/hyperpublic,https://angel.co/sailthru,https://angel.co/howaboutwe,","https://angel.co/jdrive,https://angel.co/stuart-ellman","","https://angel.co/ewiesen,https://angel.co/adamludwin,https://angel.co/wp,https://angel.co/jdrive,https://angel.co/stuart-ellman,https://angel.co/thomas-loverro,https://angel.co/adamkalamchi,https://angel.co/eugeniakoo,https://angel.co/kane,https://angel.co/porteous","https://angel.co/jdrive,https://angel.co/stuart-ellman"
"RTP Ventures","","Precog,Koding,GridGain Systems","","","Kirill Sheynkman,Murat Bicer,Steve Berg","",Yes,"https://angel.co/precog,https://angel.co/koding,https://angel.co/gridgain-systems","","","https://angel.co/sheynkman,https://angel.co/murat-bicer,https://angel.co/steve-berg",""
"Russian Ventures","","","Eugene Gordeev","","Eugene Gordeev,Alexey Liku\u0435v","Eugene Gordeev",Yes,"","https://angel.co/egordeev","","https://angel.co/egordeev,https://angel.co/alexey-liku-v","https://angel.co/egordeev"
"Rustic Canyon Partners","","UrbanSitter","","Robin Kaminsky","David Travers,Neal Hansch,Edward Fu,Renee LaBran,Bo Brustkern","",No,"https://angel.co/urbansitter","","https://angel.co/robin-kaminsky","https://angel.co/traversdavid,https://angel.co/nhansch,https://angel.co/edward-fu,https://angel.co/renee-labran,https://angel.co/brustkern",""
"Scale Venture Partners","","BrightRoll,HubSpot,Axcient,BeachMint,uTest,Glu Mobile,Vitrue,ExactTarget,mBlox,MerchantCircle,JasperSoft,Enpirion,ScanSafe,Scale Computing,Playphone,Everyday Health,NComputing,Siimpel Corporation,Actiance","","","Alexander Niehenke,Eric Tilenius,Rob Theis,Stacey Bishop,Rory O&#x27;Driscoll,Qiyun Cai,Andy Vitus,Susan Liu","",Yes,"https://angel.co/brightroll,https://angel.co/hubspot,https://angel.co/axcient,https://angel.co/beachmint,https://angel.co/utest,https://angel.co/glu-mobile,https://angel.co/vitrue,https://angel.co/exacttarget,https://angel.co/mblox,https://angel.co/merchantcircle,https://angel.co/jaspersoft,https://angel.co/enpirion,https://angel.co/scansafe,https://angel.co/scale-computing,https://angel.co/playphone,https://angel.co/everyday-health,https://angel.co/ncomputing,https://angel.co/siimpel-corporation,https://angel.co/actiance","","","https://angel.co/aniehenke,https://angel.co/tilenius,https://angel.co/rob-theis,https://angel.co/stacey-bishop,https://angel.co/rory-o-driscoll,https://angel.co/qiyun-cai,https://angel.co/andy-v,https://angel.co/susan-liu",""
"Scout Ventures","Scout Ventures enables entrepreneurs to build great businesses by providing them the strategic support and capital necessary to grow and reach new markets.   

We engage and utilize our proprietary network to identify smart and scrappy entrepreneurs who are adapting to changing markets, disrupting established business models and creating products that matter.

We seek entrepreneurs beginning at the seed stage, and we complement them by taking an active role in business development, marketing, recruiting and product development.  Leveraging our partners&#x27; strategic expertise, and extensive media and technology industry connections, we provide our portfolio companies the resources they need to build great businesses.  

As of July 2013 BHV became Scout Ventures.","Signpost,Nestio,NetPlenish,Kanvas,ID.me,GateGuru,Plyfe,Free Awesome,Bespoke Post,Scoot Networks,Zipmark,SeedInvest,Sverve,inSparq ,Brainscape,Internet Media Labs,Everplans,Olapic,Social Weekend,1000 Museums,Fliptu,HealthyOut,Plexus Entertainment - Watch It,ClearServe,CirrusWorks,","Bradley C. Harrison","Gokul Rajaram,Craig Coblenz,Kevin Lee,Sergei Kovalenko,Clayton DeGiacinto,Howie Schwartz,Rudy J. Baldoni,Shashi Vaswani,Tom Hughes,Greg Parsons,Barry Appelman,Dan Castro,Chris March,Anthony Meyer,Francois Drouin,David Seldin,pat wilkison,Michael Bassik,Aaron Earls,Avi Naider,Neil McDonald,Frank Marzano,Dan Cunningham,Todd Horowitz","John Ryu,Kevin Weeks,Daniel Brillman,Andrew Cohen,Jim Shook,Brendan Syron,Ramzi Abdoch","Bradley C. Harrison",Yes,"https://angel.co/signpost,https://angel.co/nestio,https://angel.co/netplenish,https://angel.co/kanvas,https://angel.co/id-me,https://angel.co/gateguru,https://angel.co/plyfe,https://angel.co/free-awesome,https://angel.co/bespoke-post,https://angel.co/scoot-networks,https://angel.co/zipmark,https://angel.co/seedinvest,https://angel.co/sverve,https://angel.co/insparq,https://angel.co/brainscape,https://angel.co/internet-media-labs,https://angel.co/everplans,https://angel.co/olapic,https://angel.co/social-weekend,https://angel.co/1000-museums,https://angel.co/fliptu,https://angel.co/healthyout-1,https://angel.co/plexus-entertainment-watch-it,https://angel.co/clearserve,https://angel.co/cirrusworks,","https://angel.co/bhv-1","https://angel.co/gokul,https://angel.co/craig-1,https://angel.co/kevin-lee-3,https://angel.co/sergei-kovalenko,https://angel.co/clayton-degiacinto,https://angel.co/howieschwartz,https://angel.co/newport103,https://angel.co/shashi-vaswani,https://angel.co/tom-hughes-1,https://angel.co/greg-parsons,https://angel.co/barry-appelman,https://angel.co/dan-castro,https://angel.co/chris-march,https://angel.co/anthony-meyer,https://angel.co/francois-drouin,https://angel.co/david-seldin,https://angel.co/wilkison,https://angel.co/michael-bassik,https://angel.co/earlsa,https://angel.co/avi-naider,https://angel.co/neil-mcdonald,https://angel.co/frank-marzano,https://angel.co/dan-cunningham,https://angel.co/todd-horowitz","https://angel.co/john_ryu,https://angel.co/kevin-weeks,https://angel.co/daniel-brillman,https://angel.co/andrew-cohen,https://angel.co/jim-shook,https://angel.co/bsyron,https://angel.co/rmzi","https://angel.co/bhv-1"
"Sequoia Capital","","Square,Instagram,Apple,Google,LinkedIn,Dropbox,Airbnb,KAYAK,Zappos,Songkick,YouTube,MindSnacks,Mixpanel,Tutorspree,Klarna,HubSpot,Piazza,Blippy,Hearsay Social,Y Combinator,Tumblr,Stripe,Houzz,Weebly,Fon,","","David Spector,Maha Achour,Bruce Gellman","Alfred Lin,Roelof Botha,David Spector,Tim Lee,Kirill Sheynkman,Gaurav Garg,Bryan Schreier,Warren Hogarth,Abheek Anand,Michelle Bertino,Mariam Amin, Esq.,Ron Hornbaker,Aaref Hilaly,Karan Chaudhry,Luis Robles,Bret Reckard,Gili Raanan,Anandamoy Roychowdhary,Sandhya Hegde,Meagan Hennig,Natalie Willis,Juliette Perfettini","",Yes,"https://angel.co/square,https://angel.co/instagram,https://angel.co/apple,https://angel.co/google,https://angel.co/linkedin,https://angel.co/dropbox,https://angel.co/airbnb,https://angel.co/kayak,https://angel.co/zappos,https://angel.co/songkick,https://angel.co/youtube,https://angel.co/mindsnacks,https://angel.co/mixpanel,https://angel.co/tutorspree,https://angel.co/klarna,https://angel.co/hubspot,https://angel.co/piazza,https://angel.co/blippy,https://angel.co/hearsay-social,https://angel.co/y-combinator,https://angel.co/tumblr,https://angel.co/stripe,https://angel.co/houzz,https://angel.co/weebly,https://angel.co/fon,","","https://angel.co/david-spector,https://angel.co/maha-achour-1,https://angel.co/bruce-gellman","https://angel.co/alfred_lin,https://angel.co/roelofbotha,https://angel.co/david-spector,https://angel.co/tim-lee,https://angel.co/sheynkman,https://angel.co/gaurav-garg,https://angel.co/schreier,https://angel.co/warren-hogarth,https://angel.co/abheek-anand,https://angel.co/aggiemichelle,https://angel.co/mariam-amin-esq,https://angel.co/ronhornbaker,https://angel.co/aaref-hilaly,https://angel.co/karan-chaudhry,https://angel.co/luis-robles,https://angel.co/breckard,https://angel.co/gili-raanan,https://angel.co/anandamoy,https://angel.co/evenwing,https://angel.co/meagan-hennig,https://angel.co/natalie-willis,https://angel.co/juliette-perfettini",""
"Serra Ventures","","Oso Technologies,Adrenaline Mobility","","","Rob Schultz,Tim Hoerr","",No,"https://angel.co/oso-technologies,https://angel.co/adrenaline-mobility-1","","","https://angel.co/rob-schultz,https://angel.co/tim-hoerr",""
"Shasta Ventures","","ZEFR,Mint,Simple,Cherry,Swipely,Zuora,Smule,TaskRabbit,Lore,Extole,Mochi Media,LiquidSpace,Gowalla,Crittercism,Anaplan,Simple Finance Technology Corp,RelayRides,Luminate,NodeFly,LiveIntent,Outright,Wild Needle,Demdex,Plastic Jungle,Lithium Technologies,","Rob Coneybeer","","Sean Flynn,Jim Barnett,Jacob Mullins,Jason Pressman,Sharam Fouladgar-Mercer,Brent Tworetzky,Nikhil Basu Trivedi","Rob Coneybeer",Yes,"https://angel.co/zefr,https://angel.co/mint,https://angel.co/simple,https://angel.co/cherry,https://angel.co/swipely,https://angel.co/zuora,https://angel.co/smule,https://angel.co/taskrabbit,https://angel.co/lore-1,https://angel.co/extole,https://angel.co/mochi-media,https://angel.co/liquidspace,https://angel.co/gowalla,https://angel.co/crittercism,https://angel.co/anaplan,https://angel.co/simple-finance-technology-corp,https://angel.co/relayrides,https://angel.co/luminate,https://angel.co/nodefly,https://angel.co/liveintent,https://angel.co/outright,https://angel.co/wild-needle,https://angel.co/demdex,https://angel.co/plastic-jungle,https://angel.co/lithium-technologies,","https://angel.co/robconeybeer","","https://angel.co/sfly,https://angel.co/jimbarnett,https://angel.co/jacob-1,https://angel.co/jpressman,https://angel.co/sharamfm,https://angel.co/brent-tworetzky,https://angel.co/nbt","https://angel.co/robconeybeer"
"Sierra Maya Ventures","","Betable,Goldbely,Skycatch,RealCrowd,Kanvas,MAZ,Sphere,Privy,Home Delivery Service,Asseta ,Dealflicks,HealthCrowd,Wefunder,Pick1,Full Color® Games,RevTech Labs,HireAlarm","Eric Kagan,Amish Shah","","Eric Kagan,Dan Rogers,Molly Gamache","Eric Kagan,Amish Shah",Yes,"https://angel.co/betable,https://angel.co/goldbely-1,https://angel.co/skycatch,https://angel.co/realcrowd,https://angel.co/kanvas,https://angel.co/maz,https://angel.co/sphere-1,https://angel.co/privy,https://angel.co/home-delivery-service,https://angel.co/asseta,https://angel.co/dealflicks,https://angel.co/healthcrowd,https://angel.co/wefunder,https://angel.co/pick1,https://angel.co/full-color-games,https://angel.co/revtech-labs,https://angel.co/hirealarm","https://angel.co/eric-kgnhllc,https://angel.co/amish-shah","","https://angel.co/eric-kgnhllc,https://angel.co/dan-rogers,https://angel.co/molly-gamache","https://angel.co/eric-kgnhllc,https://angel.co/amish-shah"
"Sigma Partners","","Acquia,Hightail ,Zetta.net,oDesk,Vlingo,Recyclebank,Intacct,Rethink Robotics,Mogl,Soladigm,Attributor,Responsys,SugarSync,Centrify,MarketLive,Quantenna Communications,Glasshouse Technologies,Heartland Robotics,OpenSpan,Damballa,Demandbase,Digital Fuel,VoltDB,Doxo,Nasuni,","","Ari Buchler","Pete Solvik,Bob Spinner,Raju Rishi,Bob Davoli,Mark Tortorella","",No,"https://angel.co/acquia,https://angel.co/hightail-2,https://angel.co/zetta-net,https://angel.co/odesk,https://angel.co/vlingo,https://angel.co/recyclebank,https://angel.co/intacct,https://angel.co/rethink-robotics,https://angel.co/mogl,https://angel.co/soladigm,https://angel.co/attributor,https://angel.co/responsys,https://angel.co/sugarsync,https://angel.co/centrify,https://angel.co/marketlive,https://angel.co/quantenna-communications,https://angel.co/glasshouse-technologies,https://angel.co/heartland-robotics,https://angel.co/openspan,https://angel.co/damballa,https://angel.co/demandbase,https://angel.co/digital-fuel,https://angel.co/voltdb,https://angel.co/doxo,https://angel.co/nasuni,","","https://angel.co/ari-buchler","https://angel.co/psolvik,https://angel.co/bob-spinner,https://angel.co/raju-rishi,https://angel.co/bob-davoli,https://angel.co/mark-tortorella",""
"Sigma Prime Ventures","Our first-hand experience allows us to give early-stage companies both tactical and strategic guidance and access to a powerful business network. Our team has founded or cofounded 10 companies, helped run 10 companies, and collectively been responsible for exits worth over $4.2B in companies where we were operators.

We invest in early stage technology companies focusing on SaaS, Cloud, Mobile, disruptive technologies and technology-enabled service companies. 

We primarily cover the East Coast, focusing on Boston, New York and Atlanta.","SUPERHUMAN,Interactions,BlueConic","Bob Davoli","","John Simon,Paul Flanagan","Bob Davoli",Yes,"https://angel.co/superhuman,https://angel.co/interactions,https://angel.co/blueconic","https://angel.co/bob-davoli","","https://angel.co/johnsimon,https://angel.co/paul-flanagan-2","https://angel.co/bob-davoli"
"Sigma West","Sigma West is an early to mid-stage venture capital firm investing in exceptional entrepreneurs.

Our team is made up of successful technology industry veterans. Our passion is finding world-class entrepreneurs and working side-by-side with them to help build great companies. As everyone who&#x27;s been in a startup knows – there will be good times and bad. We believe the best and most defensible companies take time, and we’re ready for the ride ahead.

Sigma West is building on the 27-year successful history of Sigma Partners. We invest across the technology landscape including SaaS, cloud, consumer Internet, enterprise software, and mobile technology.","Hightail ,Zetta.net,oDesk,AlienVault,Intacct,Postini,Mogl,Attributor,Responsys,SugarSync,Centrify,MarketLive,Equallogic,Demandbase,Digital Fuel,Doxo,Fortify Software,Strava,Kace Networks,Jellyvision,ScanCafe,Vormetric,Slim Devices,CrownPeak,Replay Solutions,","","","Greg Gretsch,Pete Solvik,Bob Spinner,Josh Breinlinger","",Yes,"https://angel.co/hightail-2,https://angel.co/zetta-net,https://angel.co/odesk,https://angel.co/alienvault,https://angel.co/intacct,https://angel.co/postini,https://angel.co/mogl,https://angel.co/attributor,https://angel.co/responsys,https://angel.co/sugarsync,https://angel.co/centrify,https://angel.co/marketlive,https://angel.co/equallogic,https://angel.co/demandbase,https://angel.co/digital-fuel,https://angel.co/doxo,https://angel.co/fortify-software,https://angel.co/strava,https://angel.co/kace-networks,https://angel.co/jellyvision,https://angel.co/scancafe,https://angel.co/vormetric,https://angel.co/slim-devices,https://angel.co/crownpeak,https://angel.co/replay-solutions,","","","https://angel.co/greggretsch,https://angel.co/psolvik,https://angel.co/bob-spinner,https://angel.co/jbreinlinger",""
"Signia Venture Partners","","Viki,Udemy,Playdom,Bazaarvoice,Midverse Studios,Iddiction,Artillery,Trooval,Playground.fm,Hall,MomentFeed,HaulerDeals,Monetate,Grow Mobile,Wild Needle,Deal Decor,Grand Cru,Tykoon,Funzio,Peixe Urbano,Pepperdata,Red Robot Labs,Project Slice,Triangulate,Adify,","Rick Thompson,Ed Cluss,Zaw Thet,Sunny Dhillon","Zaw Thet","Sunny Dhillon,Phil Haake,Windy Chien,Paige Gonye","Rick Thompson,Ed Cluss,Zaw Thet,Sunny Dhillon",Yes,"https://angel.co/viki,https://angel.co/udemy,https://angel.co/playdom,https://angel.co/bazaarvoice,https://angel.co/midverse-studios,https://angel.co/iddiction,https://angel.co/artillery,https://angel.co/trooval,https://angel.co/playground-fm,https://angel.co/hall,https://angel.co/momentfeed,https://angel.co/haulerdeals,https://angel.co/monetate,https://angel.co/grow-mobile,https://angel.co/wild-needle,https://angel.co/deal-decor,https://angel.co/grand-cru,https://angel.co/tykoon,https://angel.co/funzio,https://angel.co/peixe-urbano,https://angel.co/pepperdata,https://angel.co/red-robot-labs-4,https://angel.co/project-slice,https://angel.co/triangulate,https://angel.co/adify,","https://angel.co/rick-thompson,https://angel.co/ed-cluss,https://angel.co/zawthet,https://angel.co/sunny-dhillon","https://angel.co/zawthet","https://angel.co/sunny-dhillon,https://angel.co/phil-haake,https://angel.co/windy-chien,https://angel.co/paige-gonye","https://angel.co/rick-thompson,https://angel.co/ed-cluss,https://angel.co/zawthet,https://angel.co/sunny-dhillon"
