name, funding_total_usd ,funding_rounds,founded_at,first_funding_at,last_funding_at
UpCounsel,"1,600,000",2,4/1/12,4/1/13,10/2/13
UpdateLogic,"18,973,011",3,1/1/03,2/16/06,1/3/13
Updater,"4,500,000",3,11/1/10,8/23/11,1/1/13
UpDown,"1,750,000",3,3/12/07,7/1/07,9/9/08
Updox,"500,000",1,7/28/08,11/2/11,11/2/11
UPEK,"6,200,000",1,,10/1/09,10/1/09
UpEnergy,"1,000,000",1,,1/24/14,1/24/14
Upfront Chromatography,"9,200,000",1,,9/24/07,9/24/07
Upfront Digital Media,"6,550,000",2,1/1/09,8/24/10,3/16/11
Upfront Media Group,"1,231,189",1,8/1/12,9/20/13,9/20/13
UPGRADE INDUSTRIES,"13,100",1,4/4/11,1/11/12,1/11/12
Upheaval Arts,"85,000",1,6/22/12,9/12/13,9/12/13
Upkeep Charlie,,1,1/1/13,3/11/13,3/11/13
Upland Software,"31,376,300",2,1/1/10,10/28/10,1/5/14
UPlanMe,"240,000",1,12/15/10,1/1/11,1/1/11
Uplift Education,"360,000",1,1/1/96,2/2/14,2/2/14
Uplike,"653,000",2,4/1/12,4/1/12,12/1/12
Uploadcare,,1,10/1/11,10/1/11,10/1/11
Uplogix,"42,801,048",7,1/1/03,4/10/06,10/11/11
UpMo,"3,700,000",2,1/1/11,12/13/09,8/17/11
UpNext,"556,799",1,5/1/07,3/14/11,3/14/11
UpOut,"850,000",1,1/1/11,5/22/13,5/22/13
Upper Cervical Health Centers,"40,610",1,,1/11/12,1/11/12
Uppidy,"600,000",1,1/1/11,3/20/13,3/20/13
UPR-Online,,1,,,
UpRace,,1,6/1/10,7/1/10,7/1/10
Upside,"515,000",2,,10/1/13,11/1/13
UPSIDO.com,"320,000",1,7/2/07,1/1/08,1/1/08
UpSpring,"2,600,000",2,1/1/05,2/13/08,2/13/08
Upstart,"7,650,000",2,4/1/12,8/8/12,4/22/13
Upstart Industries (Vantage),"497,608",1,1/1/10,5/1/10,5/1/10
Upstart Labs,"30,000",1,10/1/11,12/28/12,12/28/12
UpStart Mobile,"8,055,000",3,1/1/09,12/16/09,4/1/12
Upstream,"15,291,100",1,1/1/01,5/27/09,5/27/09
Upstream Commerce,"4,250,000",3,1/1/10,3/28/11,7/12/13
Upstream Technologies,"45,000",1,,8/9/11,8/9/11
Uptake,"16,781,724",4,1/1/08,11/21/06,9/1/10
Uptake Medical,"83,309,195",6,1/1/05,5/20/09,3/13/12
UpTap,"809,929",2,1/1/12,9/27/12,10/23/13
UpTo,"3,500,000",4,1/1/11,10/1/11,7/15/13
Upverter,"2,110,718",2,8/27/10,2/20/13,6/28/13
Upward Mobility,"25,000",1,3/1/09,4/15/09,4/15/09
UpWind Solutions,"33,800,000",3,9/1/07,3/25/08,3/10/10
Upworthy,"12,000,000",2,3/26/12,10/16/12,9/16/13
UQ Communications,"43,000,000",1,8/29/07,6/7/09,6/7/09
"UQ, Inc.",,1,,10/1/11,10/1/11
UQM Technologies,"45,100,000",1,1/1/67,1/20/10,1/20/10
UR Mobile,"1,000,000",1,,3/29/12,3/29/12
Uranium Energy,"20,000,000",1,,7/31/13,7/31/13
Urban Airship,"46,600,000",4,6/1/09,2/16/10,2/6/13
Urban Compass,"28,000,000",2,10/1/12,12/17/12,9/25/13
Urban Gentleman,"106,600",1,11/5/12,2/15/13,2/15/13
Urban Interactions,"2,055,000",2,1/1/06,8/11/10,6/21/11
Urban Interns,"250,000",1,2/18/09,8/30/10,8/30/10
Urban Ladder,"6,000,000",2,7/12/12,8/1/12,11/18/13
Urban Mapping,"400,000",1,1/1/04,5/1/06,5/1/06
Urban Metrics,,1,11/1/10,1/1/11,1/1/11
Urban Planet Media & Entertainment,"193,000",4,1/1/07,9/28/09,3/26/12
Urban Remedy,"1,000,000",1,,11/16/12,11/16/12
Urban Times,"45,000",1,5/1/10,5/1/10,5/1/10
UrbanBound,"6,000,000",2,1/1/11,10/1/11,8/6/13
UrbanBuz,"700,000",1,1/1/12,12/10/13,12/10/13
Urbandig Inc.,,1,8/19/11,6/1/11,6/1/11
UrbanFarmers,"790,783",1,7/19/11,12/12/13,12/12/13
UrbanIndo,,2,5/15/11,5/10/12,6/5/13
UrbanSitter,"7,749,996",2,12/29/10,11/18/11,10/15/12
UrbanTakeover,,1,,8/2/08,8/2/08
Urbasolar,"5,739,600",1,,9/29/08,9/29/08
Urbful,"100,000",1,6/1/13,12/18/13,12/18/13
Urbita,"650,000",1,1/1/12,1/1/13,1/1/13
Urbster,,1,8/1/10,8/1/10,8/1/10
UReserv,"250,000",1,1/1/10,1/20/12,1/20/12
Urgent Career,,1,12/1/07,10/9/09,10/9/09
Urgent Group,"400,000",1,1/1/07,3/1/10,3/1/10
UrgentRx,"9,450,000",5,6/1/10,4/3/10,10/29/13
UrGift,"250,000",1,1/1/12,12/1/12,12/1/12
Urigen Pharmaceuticals,"750,000",1,,7/19/13,7/19/13
Urjanet,"8,200,000",3,1/1/09,8/2/11,12/14/12
Urlist,,1,6/1/11,9/26/12,9/26/12
Uromedica,"1,250,000",1,1/1/97,12/28/12,12/28/12
uromovie,"2,000",1,6/17/09,7/8/10,7/8/10
UroSens,"1,136,439",1,1/1/07,6/19/13,6/19/13
Urtak,"512,000",2,1/1/08,7/1/11,1/11/12
Urthecast,"14,500,000",2,12/10/10,8/16/12,12/19/13
urturn,"13,400,000",1,1/31/12,5/22/13,5/22/13
Uruut,"200,000",1,1/1/13,5/1/13,5/1/13
URX,"3,100,000",1,2/1/13,10/16/13,10/16/13
US Dataworks,"125,000",1,1/1/97,8/12/11,8/12/11
US Dry Cleaning Services,"9,100,000",1,1/1/05,9/23/11,9/23/11
US FORMING TECHNOLOGIES,"400,500",1,,12/31/13,12/31/13
US Health Broker.com,"1,010,004",1,1/1/06,7/13/10,7/13/10
US HealthVest,"36,000,000",1,,3/4/13,3/4/13
US Medical Innovations,"553,700",1,1/1/09,2/24/11,2/24/11
US PREVENTIVE MEDICINE,"2,633,333",4,1/1/04,2/7/09,5/24/13
US Primate Rescue Inc.,"50,000",1,5/1/09,1/1/08,1/1/08
US Toxicology,"200,000",1,,6/1/12,6/1/12
US-ST Construction Material Int'l.,"1,366,682",1,,12/21/11,12/21/11
USA Discounters,"3,000,000",1,,6/7/10,6/7/10
USA Technologies,"10,732,800",1,1/1/92,3/23/11,3/23/11
Usabilla,"1,000,000",1,1/1/09,6/22/11,6/22/11
uSamp,"29,540,000",4,4/1/08,4/1/08,7/15/13
Usarium,"50,000",1,6/12/13,6/16/13,6/16/13
USB Promos,"572,500",3,6/1/06,9/1/06,1/1/08
USConnect,"14,000,000",1,3/1/13,12/24/13,12/24/13
USDS,"6,108,466",2,1/1/09,4/5/10,4/30/13
Useful at Night,"38,979",1,,12/11/12,12/11/12
Useful Systems,"250,000",1,8/11/11,11/1/13,11/1/13
Usentric,"6,110,000",1,,4/11/06,4/11/06
User Replay,"2,318,302",2,1/1/09,9/26/13,12/18/13
userADgents,"500,000",1,9/1/08,9/1/08,9/1/08
UserEvents,"244,779",1,1/1/12,1/1/12,1/1/12
userfox,"700,000",1,6/1/11,1/1/12,1/1/12
USERJOY Technology,,1,5/1/95,6/19/07,6/19/07
Userlike Live Chat,,1,6/27/11,3/1/12,3/1/12
Usermind,"7,600,000",1,6/12/13,9/24/13,9/24/13
UserMojo,"18,000",1,3/1/10,3/1/10,3/1/10
Userscout,"40,000",1,6/1/13,9/8/13,9/8/13
Usersnap,,1,1/1/11,3/11/13,3/11/13
UserTesting.com,"3,000,000",1,1/1/07,9/6/12,9/6/12
UserVoice,"1,800,000",2,2/22/08,5/19/09,11/18/11
UserZoom,,1,8/1/07,10/1/08,10/1/08
UseTogether,"38,484",1,8/15/12,4/3/13,4/3/13
Usetrace,"154,392",1,12/9/11,11/19/13,11/19/13
USGI Medical,"16,548,170",1,1/1/01,5/25/12,5/25/12
Ushahidi,"2,095,740",6,1/9/08,8/1/08,12/1/09
UsherBuddy,"20,000",1,2/1/11,6/1/11,6/1/11
Ushi,"4,500,000",2,2/22/10,10/1/10,10/13/11
uShip,"44,709,996",5,1/1/03,10/30/06,6/12/13
UsingMiles,"3,265,000",4,1/1/10,5/1/08,12/20/11
Uskape,"420,000",1,2/1/12,11/1/13,11/1/13
USMD,"980,000",1,1/1/94,8/15/12,8/15/12
uSpeak,"18,885",2,6/6/09,3/1/12,7/1/12
Ustream,"60,100,000",3,1/1/07,12/18/07,2/2/10
UsTrendy,"1,000,000",1,1/1/08,5/6/11,5/6/11
uStudio,"250,000",1,1/1/10,2/10/11,2/10/11
ustyme,"2,000,000",1,9/1/12,9/25/13,9/25/13
Utah Street Labs,"5,559,000",1,1/1/10,4/1/12,4/1/12
Utah Surgery Center,"313,250",1,,3/21/13,3/21/13
uTaP,"20,000",1,1/1/10,1/1/12,1/1/12
Utel,"4,046,840",1,,6/30/11,6/30/11
uTest,"80,800,000",6,8/1/07,1/1/06,1/14/14
UTILICASE,"5,000,000",1,1/1/94,2/11/11,2/11/11
UtiliData,"20,000,000",2,,2/13/12,12/9/13
Utility and Environmental Solutions,"658,000",1,,11/23/09,11/23/09
Utility Associates,"1,500,000",1,1/1/06,5/25/06,5/25/06
Utility Funding,"11,280,347",1,1/1/09,3/7/13,3/7/13
Utility Scale Solar,"1,100,000",1,,6/8/10,6/8/10
Utkarsh Micro Finance,"19,240,000",3,,9/11/11,12/20/13
utoopia,"100,000",1,3/1/07,3/1/07,3/1/07
Utopia,"50,000,000",1,,5/11/12,5/11/12
UTOPY,"7,500,000",1,1/1/99,9/25/08,9/25/08
uTrack TV,,1,9/11/12,11/11/12,11/11/12
Utrecht Manufacturing Corporation,,1,,9/13/07,9/13/07
UTStarcom,"180,500,000",4,,12/1/96,2/1/10
Utterz,"4,000,000",1,9/17/07,9/1/07,9/1/07
UUSEE,"33,500,000",2,,12/19/05,3/7/07
UV Flu Technologies,"254,117",1,,1/20/10,1/20/10
UV Memory Care,"2,005,844",1,1/1/10,11/5/10,11/5/10
Uversity,"10,230,000",4,1/1/07,11/1/07,10/18/12
Uvinum,"1,452,741",2,12/1/09,7/1/10,12/22/11
UWI Technology,"921,614",1,,10/16/12,10/16/12
UXFLIP,"20,000",1,,9/1/11,9/1/11
UXPin,,1,11/11/10,10/16/13,10/16/13
UYA100,"4,000,000",1,,6/1/11,6/1/11
UZwan,"1,600,000",1,1/1/13,10/23/13,10/23/13
V I O,"4,795,915",1,,1/27/10,1/27/10
V Wave,"2,000,000",1,1/1/10,7/3/13,7/3/13
V-cube Japan,,1,10/1/98,11/17/09,11/17/09
V-Key,"4,000,000",1,,9/25/12,9/25/12
V.i. Laboratories,"8,500,000",2,1/1/02,11/6/07,9/15/11
v2tel,"3,530,000",1,1/1/03,12/21/06,12/21/06
V3 Systems,"1,200,000",1,9/10/10,1/3/12,1/3/12
Vacatia,"5,000,000",1,1/1/12,9/4/13,9/4/13
Vacation Listing Service,"5,000,000",1,,9/4/13,9/4/13
VacationFutures,"367,500",2,3/1/12,3/1/13,9/18/13
Vaccibody,"3,490,078",2,1/1/07,11/12/12,6/26/13
Vaccine Technologies International,"17,750,025",1,,10/21/10,10/21/10
Vaccinogen,"19,051,350",4,1/1/07,12/3/08,1/29/14
Vaccsys,"9,000,000",1,,6/20/08,6/20/08
Vacunek,"277,000",1,,1/1/07,1/1/07
Vaddio,"37,600,000",1,1/1/03,10/13/11,10/13/11
Vadio,"750,000",1,,11/1/12,11/1/12
Vadxx Energy,,1,,1/12/14,1/12/14
Vaioni,"757,626",1,1/1/08,9/24/13,9/24/13
VAIREX international,"7,411,358",1,,9/23/08,9/23/08
Valant Medical Solutions,"3,368,869",3,1/1/05,10/22/10,5/22/13
Valchemy,"8,500,000",1,1/1/01,3/7/05,3/7/05
Valderm,"3,370,000",1,,8/17/07,8/17/07
Valen Technologies,"14,770,000",3,1/1/02,11/13/07,9/7/11
Valence Health,"30,000,000",1,,6/19/12,6/19/12
Valence Technology,"1,000,000",1,,3/10/10,3/10/10
Valencell,"5,500,000",1,1/1/06,6/20/11,6/20/11
Valencia Technologies,"2,660,000",1,1/1/11,1/22/14,1/22/14
Valens Semiconductor,"14,000,000",1,,7/6/11,7/6/11
Valensum,"5,010,000",1,,3/25/09,3/25/09
Valentia Biopharma,,1,8/1/06,6/26/08,6/26/08
ValenTx,"20,300,000",1,1/1/02,10/1/09,10/1/09
Valeo Medical,"1,000,000",1,1/1/03,5/9/13,5/9/13
Valerion Therapeutics,"1,195,762",1,,5/30/13,5/30/13
"Valerion Therapeutics, LLC","20,000,000",1,1/1/07,3/5/12,3/5/12
Valeritas,"250,000,000",2,1/1/06,9/12/11,6/4/13
VALIANT HEALTH,"750,000",1,1/1/11,3/21/13,3/21/13
Validas,"5,285,000",3,7/1/07,1/1/08,1/1/11
Validic,"1,582,641",4,1/1/10,8/15/11,12/19/13
Validity Sensors,"82,600,000",5,1/1/00,10/17/06,10/19/12
Validroid,"100,000",1,8/12/12,10/3/12,10/3/12
Validus DC Systems,"11,605,352",2,,12/18/07,3/28/11
Validus-IVC,"18,128,853",1,1/1/07,3/27/13,3/27/13
Valkee,"10,234,400",2,1/1/07,12/15/10,6/6/13
Valkyrie Computer Systems,"75,000",1,,4/29/13,4/29/13
Valldata Services,"10,351,376",1,,1/29/11,1/29/11
Valmarc,"400,000",1,1/1/08,11/3/09,11/3/09
Valmet Automotive,"27,834,000",1,1/1/68,11/8/10,11/8/10
Valneva,"51,721,320",1,1/1/99,6/14/13,6/14/13
Valocor Therapeutics,,1,1/1/08,5/25/10,5/25/10
Valon Lasers,"2,044,050",1,1/1/72,11/1/11,11/1/11
Valopaa,"2,573,200",1,1/1/07,11/18/13,11/18/13
VALOREM,"14,470,050",1,,7/16/07,7/16/07
Valtech Cardio,"17,800,000",1,1/1/06,3/15/10,3/15/10
Value and Budget Housing Corporation,"26,000,000",1,,8/28/11,8/28/11
Value Payment Systems,"600,000",1,1/1/08,5/21/10,5/21/10
ValueAppeal,"11,440,911",5,2/1/09,12/8/10,1/22/13
ValueClick,"45,000,000",1,1/1/98,2/1/10,2/1/10
Valued Relationships,,1,,2/4/14,2/4/14
ValueFirst Messaging,"15,300,000",1,,2/4/11,2/4/11
Values of n,"510,000",1,,9/8/06,9/8/06
valuescope,,1,4/1/07,1/1/07,1/1/07
ValuNet,"4,940,000",1,3/1/11,12/30/11,12/30/11
Valutao,,1,6/9/10,5/1/10,5/1/10
ValveXchange,"3,500,000",1,,7/7/11,7/7/11
Valyoo Technologies,"10,000,000",1,,2/8/13,2/8/13
Vamo,"1,600,000",1,10/1/12,7/18/13,7/18/13
Vamos,"135,000",1,7/28/12,9/1/12,9/1/12
Vamosa,"1,659,006",1,,8/14/09,8/14/09
Vamp Communications,"450,000",1,1/1/10,9/25/12,9/25/12
Van Ackeren Consulting,"500,000",1,,3/3/11,3/3/11
Van Gilder Insurance,"10,700,000",1,,2/1/11,2/1/11
Vana Workforce,,1,1/1/08,9/28/12,9/28/12
Vanatec,"754,000",1,,6/26/06,6/26/06
VanceInfo Technologies,,1,,5/30/06,5/30/06
VANCL,"470,000,000",4,1/1/07,4/1/10,11/1/13
Vandalia Research,"749,999",2,1/1/04,5/1/08,5/12/10
Vandas Group,"100,000",1,,12/1/09,12/1/09
Vanderbilt University,"1,200,000",1,,12/19/13,12/19/13
VanDyne SuperTurbo,"15,277,494",2,1/1/09,2/14/12,7/24/13
Vangard Voice Systems,"5,000,000",2,,10/23/06,12/16/08
VanGogh Imaging,"700,000",2,,4/4/12,5/22/12
Vanilla Forums,"981,843",2,12/15/09,8/6/09,1/19/10
Vanksen,"5,000,000",1,1/1/01,5/26/10,5/26/10
Vanquish Oncology,"2,369,000",1,1/1/11,3/25/13,3/25/13
Vantage Hospice,"686,000",1,,1/10/12,1/10/12
Vantage Media,"70,000,000",1,1/1/02,2/28/07,2/28/07
Vantage Point Consulting Sdn,"900,000",1,1/1/97,12/27/07,12/27/07
VantageILM,"1,300,000",1,,6/26/07,6/26/07
Vantia Therapeutics,"6,500,000",1,,7/6/11,7/6/11
Vantos,"17,635,000",3,1/1/03,7/22/05,7/28/11
Vantrix,"32,680,232",6,1/1/04,9/12/07,3/27/13
Vanu,"42,150,000",3,1/1/98,7/5/07,8/18/10
Vanu Coverage,"3,200,000",1,,5/8/12,5/8/12
Vapore,"6,119,894",3,,9/28/09,1/6/14
VaporWire,"50,000",1,1/1/11,5/28/12,5/28/12
Vapotherm,"29,000,000",1,1/1/99,4/25/13,4/25/13
Vapps,"2,500,000",1,1/1/02,7/13/07,7/13/07
Vaprema,"40,300,000",2,,11/8/07,12/10/08
Varaani Works,"220,006",1,1/1/10,6/22/13,6/22/13
Varada Innovations,"15,000",1,9/24/12,1/1/13,1/1/13
Vardhman Textiles,"5,000,000",1,1/1/73,7/17/13,7/17/13
Varentec,"21,832,223",3,1/1/02,9/9/11,9/25/13
Variable,"3,233,534",2,12/1/09,5/16/13,6/3/13
Varian Semiconductor Equipment Associates,"4,800,000",1,1/1/99,2/7/11,2/7/11
Variation Biotechnologies,"13,607,993",7,1/1/01,11/17/10,12/24/13
Varicent Software,"35,000,000",1,1/1/03,10/1/09,10/1/09
Varick Media Management,,1,1/1/08,8/1/08,8/1/08
Varioptic,"20,377,000",1,1/1/02,4/25/06,4/25/06
vArmour Networks,"6,000,000",1,1/1/11,1/15/13,1/15/13
Varolii,"11,000,000",2,1/1/99,7/26/11,4/1/13
Varonis Systems,"28,787,685",5,1/1/05,5/8/06,2/9/12
Varsity News Network,"1,616,271",2,,2/23/12,2/27/13
Varthana,,1,1/1/13,5/9/13,5/9/13
Vartopia,"1,611,364",1,1/1/09,4/26/11,4/26/11
VarVee,"935,000",2,1/1/09,1/4/10,10/5/10
Vascular Closure,,1,,10/23/07,10/23/07
Vascular Designs,"294,481",1,,12/15/10,12/15/10
Vascular Dynamics,"8,612,125",1,1/1/08,3/5/12,3/5/12
Vascular Magnetics,"7,000,000",1,,2/22/12,2/22/12
Vascular Pathways,"14,000,000",1,,11/1/10,11/1/10
Vascular Pharmaceuticals,"17,000,000",2,1/1/05,9/12/12,4/23/13
Vascular Therapies,"10,723,891",5,1/1/01,4/25/11,7/11/13
VasoGenix,"400,000",1,,,
Vasona Networks,"22,000,000",2,1/1/10,5/1/11,3/19/13
Vasonomics,"350,000",1,1/1/10,1/1/11,1/1/11
VasoNova,"3,494,340",2,,3/6/07,4/15/10
Vasopharm,"24,300,000",4,1/1/98,2/11/04,6/24/13
VASS Technologies,"780,120",1,1/1/12,10/6/12,10/6/12
VasSol,"928,280",1,1/1/99,3/11/11,3/11/11
Vast,,1,1/1/01,4/1/05,4/1/05
VaST Systems Technology,"24,000,000",2,1/1/97,5/23/05,7/24/07
VastPark,"1,200,000",1,1/1/07,1/1/09,1/1/09
Vastrm,"1,000,000",2,1/1/10,1/1/12,8/29/13
Vatgia.com,,1,,6/29/09,6/29/09
Vativ Technologies,"22,000,000",2,1/1/01,2/18/05,1/16/07
Vator,,1,,3/1/08,3/1/08
Vator.TV,,1,,4/10/08,4/10/08
Vault Dragon,"91,500",2,5/1/13,7/4/13,8/29/13
Vaultive,"11,000,000",2,1/1/09,1/1/09,2/27/12
Vaultize,,1,1/1/10,7/10/13,7/10/13
VaultLogix,,1,1/1/96,12/23/09,12/23/09
Vaultus Mobile,"6,000,000",1,1/1/00,2/1/08,2/1/08
Vaunte,"2,220,000",2,1/1/12,8/1/12,8/12/13
VAWT Manufacturing,"1,000,000",1,,1/5/11,1/5/11
Vaxart,"52,668,419",5,1/1/04,11/15/07,8/6/13
VaxCare,"1,500,000",1,1/1/06,10/2/12,10/2/12
Vaxess Technologies,"3,750,000",2,12/18/11,5/23/13,5/23/13
VaxGen,"5,189,739",1,1/1/95,8/6/10,8/6/10
Vaximm,"8,000,000",1,,1/12/11,1/12/11
VaxInnate,"96,910,408",4,1/1/02,10/25/06,1/28/14
Vaxxas,"15,000,000",1,1/1/11,8/2/11,8/2/11
Vayable,,1,1/1/10,12/12/11,12/12/11
VAYAVYA LABS,"1,330,000",2,7/1/06,12/1/06,7/1/11
Vaybee,,1,2/15/00,10/1/07,10/1/07
Vayusa,"10,000,000",1,1/1/01,3/20/06,3/20/06
VAZATA,"13,000,000",1,1/1/00,9/12/12,9/12/12
VBOX,"1,543,860",1,,4/27/11,4/27/11
VBrick Systems,"16,900,000",2,1/1/97,10/29/08,10/11/12
VBS TV,"10,000,000",1,12/1/06,12/1/06,12/1/06
VC VISION,"3,500,000",1,10/24/09,2/9/11,2/9/11
VC4Africa,"2,000,000",1,5/1/08,9/25/13,9/25/13
VCE,,1,11/3/09,11/3/09,11/3/09
VCharge,"4,420,000",5,11/1/09,12/23/10,10/18/13
vChatter,"600,000",2,5/30/10,9/2/10,1/23/11
Vcommerce,"13,000,000",1,1/1/97,3/29/06,3/29/06
vcopious Software,,1,1/1/10,10/10/11,10/10/11
Vdopia,"7,891,862",3,3/1/08,9/15/08,12/13/12
Veam Video,"363,385",1,12/1/11,5/1/12,5/1/12
VEASYT,"218,722",1,1/1/12,12/22/13,12/22/13
Vecast,"6,000,000",1,,4/20/10,4/20/10
Vector City Racers,"4,000,000",1,,8/28/08,8/28/08
Vector Fabrics,,2,,11/27/08,10/29/11
VectorLearning,"24,000,000",1,,8/2/11,8/2/11
VectorMAX,"1,172,877",3,1/1/98,4/1/08,4/19/13
Vedantra Pharmaceuticals,"3,300,000",1,1/1/11,8/3/12,8/3/12
Vedantu,"550,000",2,9/1/11,7/15/13,7/25/13
Vedero Software,"2,931,537",4,1/1/09,1/25/10,10/29/13
Vedicis,"2,820,000",1,8/6/08,1/20/10,1/20/10
Veduca,"1,250,000",2,9/1/11,2/1/13,10/1/13
Vee24,"5,500,000",1,1/1/07,8/6/13,8/6/13
Veeam Software,,1,1/1/06,7/30/13,7/30/13
Veebeam,"6,000,000",1,,10/12/10,10/12/10
Veebow,"1,276,000",2,1/1/11,4/10/13,4/10/13
Veebox,"100,000",1,10/1/08,10/1/08,10/1/08
Veeco Instruments,"4,800,000",1,1/1/45,2/7/11,2/7/11
Veeda,,1,10/1/07,8/1/08,8/1/08
VEEDIMS,"350,000",1,,12/12/11,12/12/11
VeedMe,"20,000",1,1/1/12,3/15/13,3/15/13
Veeip,,1,1/1/13,6/1/13,6/1/13
Veeker,"2,500,000",1,1/1/05,2/15/07,2/15/07
Veenome,"2,100,000",3,8/1/11,11/21/11,11/19/13
Veeqo,"150,000",2,1/1/12,3/30/13,5/15/13
Veeva,"4,000,000",1,2/6/07,6/5/08,6/5/08
Veezeon,"66,000",1,1/1/13,11/25/13,11/25/13
Vega-Chi,"3,209,407",1,,2/16/11,2/16/11
Veggie Grill,"20,000,000",1,1/1/06,1/28/13,1/28/13
Vehcon,"1,350,000",2,1/1/12,6/17/13,2/2/14
Vehrity,"40,000",1,12/19/11,7/29/13,7/29/13
Vela Systems,"12,000,000",3,1/1/05,5/1/06,9/2/10
Veles Plus LLC,"25,000",1,10/1/10,2/15/11,2/15/11
velingo,,1,,7/1/06,7/1/06
VeliQ,"9,000,000",2,1/1/06,8/4/11,8/13/13
Vello Systems,"25,000,000",1,1/1/09,10/12/11,10/12/11
Velo Media,"20,000",1,,4/1/09,4/1/09
Velocent Systems,"2,451,300",3,,8/2/10,10/15/12
VelociData,"10,598,145",2,1/1/12,7/18/13,10/18/13
Velocify,"20,250,000",2,1/1/04,10/12/07,2/3/12
Velocix,"25,000,000",1,1/1/02,2/22/08,2/22/08
Velocomp,"1,420,000",1,,9/9/11,9/9/11
Velomedix,"19,000,000",3,1/1/07,11/11/09,2/8/12
Velox Semiconductor,"6,000,000",1,1/1/05,5/11/05,5/11/05
Veloxum Corporation,"2,000,000",1,1/1/99,7/15/10,7/15/10
Velsys Limited,"3,690,000",1,1/1/96,4/12/10,4/12/10
Velteo,,1,1/1/09,1/1/09,1/1/09
Velti,"32,034,118",3,1/1/01,6/1/09,5/8/13
Vena Solutions,"3,000,000",1,4/12/11,10/29/12,10/29/12
Venafi,"16,000,000",2,1/1/04,11/13/06,11/13/06
VenatoRx Pharmaceuticals,"3,419,051",1,,12/4/13,12/4/13
Vend,"17,500,000",4,8/1/09,8/12/11,5/17/13
Venda,"26,000,000",2,1/1/98,12/13/06,1/26/09
VendAsta,"10,886,362",2,1/1/08,8/11/08,3/18/13
Vendavo,"15,000,000",1,1/1/00,9/7/05,9/7/05
Venddo.com,"150,000",1,,5/17/12,5/17/12
Vendly,"200,000",1,3/7/12,1/27/13,1/27/13
vendome 1699,"216,090",1,10/1/09,1/1/10,1/1/10
Vendormate,,1,2/20/05,12/17/10,12/17/10
VendorShop,"70,000",1,9/15/10,2/1/11,2/1/11
VendorStack,,1,9/1/12,2/27/13,2/27/13
VendRx,"100,000",1,1/1/11,6/3/11,6/3/11
Vendscreen,"33,000,000",4,4/1/10,1/1/12,1/22/14
Venga,"1,000,000",3,7/10/10,3/1/12,1/15/14
Vengo Labs,"1,000,000",1,1/1/12,2/19/13,2/19/13
Veniti,"23,220,856",2,1/1/10,3/7/11,6/4/13
Venmo,"1,200,000",2,4/4/09,5/7/10,8/1/11
Vennsa Technologies,"250,000",1,,3/6/09,3/6/09
Vensun Pharmaceuticals,"21,508,000",2,1/1/11,3/28/12,12/19/13
Ventas Privadas,"600,000",1,1/1/08,5/2/13,5/2/13
Ventealapropriete,"1,690,000",1,1/1/05,7/19/10,7/19/10
Ventec Life Systems,"6,861,000",1,1/1/12,2/20/13,2/20/13
VentiRx Pharmaceuticals,"86,600,000",2,1/1/06,1/13/10,10/3/12
Ventiva,"10,963,708",3,1/1/08,7/3/09,10/7/11
Ventive,"1,363,726",1,1/1/11,5/29/13,5/29/13
VentriPoint Diagnostics,"3,861,079",6,,4/1/10,5/24/13
Ventrix,"5,310,118",2,1/1/09,7/16/10,5/31/12
Ventrus Biosciences,"2,725,000",1,,4/27/10,4/27/10
Venture Infotek Global Private,"20,000,000",1,1/1/97,11/20/07,11/20/07
Venture Market Intelligence,,1,1/1/11,1/1/11,1/1/11
VentureBeat,"320,000",1,9/1/06,2/11/08,2/11/08
VentureHire,"25,000",1,6/6/12,8/16/13,8/16/13
Venturepax,"280,000",4,1/1/08,9/1/09,8/1/11
Venturi Wireless,"10,000,000",5,10/1/93,12/21/00,12/12/08
Venturocket,"700,000",1,1/6/11,7/18/13,7/18/13
Ventus Medical,"40,000,000",1,1/1/05,8/11/10,8/11/10
VenueAgent,"190,000",1,,10/6/11,10/6/11
Venuelabs,"2,550,000",4,3/1/09,12/30/09,4/16/12
Venuemob,"900,000",2,1/1/12,11/13/12,2/7/13
VenueSpot,"10,000",1,2/1/13,4/1/13,4/1/13
Venuetastic,,1,12/1/10,4/20/11,4/20/11
VenX Medical,"1,725,103",1,1/1/09,9/1/11,9/1/11
Venyo,"197,550",1,7/1/06,1/1/07,1/1/07
Venyu Solutions,"25,000,000",1,,11/16/10,11/16/10
Veodia,"8,300,000",1,1/1/06,5/12/08,5/12/08
Veodin,"129,390",1,1/1/12,1/1/12,1/1/12
Veoh,"69,750,000",4,1/1/04,7/1/05,6/3/08
Veosearch,"1,849,328",2,,11/16/07,7/9/09
Veotag,"1,950,000",2,,5/1/07,6/9/09
Veracity Payment Solutions,"80,000,000",1,,3/28/12,3/28/12
Veracode,"74,260,328",5,1/1/06,3/1/06,4/12/12
Veracyte,"70,950,000",3,1/1/08,6/11/10,6/28/13
Verafin,"5,500,000",1,1/1/03,9/14/09,9/14/09
VeraLight,"7,733,333",3,,7/29/11,12/19/12
Veran Medical Technologies,"23,287,201",4,,4/19/10,1/14/14
Verari Systems,"20,000,000",1,1/1/96,6/5/07,6/5/07
Verastem,"70,000,000",4,,11/16/10,7/19/12
Veratect,"4,200,000",1,,10/6/09,10/6/09
